RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS12,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
189.361302,28.046625,1,,3,J123726.71+280247.8,,2004.9733,3,23.765,0.614,23.633,0.334,23.147,0.311,21.517,0.120,20.729,0.210,,0.7375,0.0886,0.7216
189.366799,28.048647,1,,6,J123728.03+280255.1,,2004.9733,3,26.240,0.293,25.240,0.622,25.226,0.621,22.288,0.209,22.436,0.611,,,,
189.351675,28.061776,1,+,6,J123724.40+280342.3,,2005.0497,3,24.076,0.804,21.645,0.058,20.746,0.038,20.334,0.043,20.380,0.155,,,,
189.353243,28.068183,1,+,3,J123724.77+280405.4,,2005.0497,3,22.732,0.390,22.493,0.142,21.960,0.131,22.072,0.246,22.988,0.896,,0.4258,0.0854,0.1503
189.354985,28.069627,1,+,3,J123725.19+280410.6,,2005.0497,3,22.779,0.349,22.566,0.131,22.039,0.120,21.861,0.173,21.115,0.308,,0.5451,0.1573,0.4306
189.367718,28.069175,1,+,6,J123728.25+280409.0,,2005.0497,3,24.955,0.820,22.877,0.154,21.801,0.088,20.605,0.052,20.108,0.118,,,,
189.269609,28.003312,1,,3,J123704.70+280011.9,,2004.9733,3,22.300,0.263,20.488,0.030,19.254,0.015,18.700,0.015,18.288,0.034,,0.2494,0.0515,0.2548
189.275136,28.034945,1,+,3,J123706.03+280205.8,,2004.9733,3,22.235,0.192,21.376,0.051,21.018,0.049,20.822,0.066,20.668,0.193,,0.1501,0.0643,0.1931
189.259678,28.018153,1,,3,J123702.32+280105.3,,2004.9733,3,25.549,0.683,22.695,0.187,22.581,0.227,23.626,0.803,22.288,0.783,,0.3722,0.1023,0.3268
189.264596,28.011474,1,+,6,J123703.50+280041.3,,2004.9733,3,25.020,0.662,22.732,0.147,22.108,0.108,21.626,0.114,22.233,0.532,,,,
189.271996,28.017259,1,+,3,J123705.27+280102.1,,2004.9733,3,22.688,0.277,22.192,0.099,21.547,0.074,21.259,0.093,21.016,0.254,,0.4343,0.1291,0.3834
189.272607,28.020143,1,+,3,J123705.42+280112.5,,2004.9733,3,23.893,1.118,22.328,0.186,21.533,0.131,21.156,0.159,20.573,0.324,,0.4181,0.1463,0.4022
189.281627,28.019025,1,+,3,J123707.59+280108.4,,2004.9733,3,26.744,0.481,21.108,0.079,19.371,0.026,18.468,0.020,18.039,0.044,0.49293,0.4911,0.0177,0.4856
189.278521,28.017929,1,+,3,J123706.84+280104.5,,2004.9733,3,24.344,0.815,22.552,0.144,21.425,0.073,20.583,0.057,20.079,0.124,,0.5429,0.0984,0.5413
189.276799,28.018178,1,+,3,J123706.43+280105.4,,2004.9733,3,24.646,1.326,22.594,0.223,20.622,0.056,19.666,0.041,19.448,0.114,,0.5014,0.0339,0.5050
189.280432,28.018637,1,,6,J123707.30+280107.0,,2004.9733,3,25.264,0.607,24.928,0.641,23.825,0.451,22.234,0.200,22.874,0.628,,,,
189.286777,28.015001,1,+,6,J123708.82+280054.0,,2004.9733,3,22.962,0.380,22.428,0.133,22.356,0.168,22.010,0.201,21.985,0.588,,,,
189.258693,28.008854,1,+,3,J123702.08+280031.8,,2004.9733,3,24.054,0.754,23.185,0.253,22.139,0.135,22.188,0.234,21.989,0.584,,0.3498,0.0782,0.3600
189.264448,28.021652,1,+,6,J123703.46+280117.9,,2004.9733,3,25.098,0.633,24.077,0.433,22.864,0.205,23.443,0.490,22.089,0.491,,,,
189.280590,28.022943,1,+,3,J123707.34+280122.5,,2004.9733,3,22.993,0.395,25.048,0.755,22.020,0.128,21.070,0.091,20.842,0.253,,0.4107,0.0424,0.5105
189.280582,28.014673,1,+,6,J123707.33+280052.8,,2004.9733,3,23.723,0.530,23.147,0.208,22.142,0.112,21.053,0.069,20.454,0.142,,,,
189.267000,28.012016,1,,3,J123704.07+280043.2,,2004.9733,3,24.139,0.771,23.739,0.391,22.901,0.261,21.901,0.181,21.685,0.476,,0.6997,0.0521,0.6834
189.285817,28.012954,1,,6,J123708.59+280046.6,,2004.9733,3,25.092,0.654,24.152,0.447,22.993,0.231,22.310,0.205,22.335,0.556,,,,
189.298386,28.032657,1,+,6,J123711.61+280157.5,*,2004.9733,3,19.018,0.020,17.708,0.005,17.253,0.005,17.065,0.006,16.999,0.010,,,,
189.298820,28.030030,1,+,3,J123711.71+280148.1,,2004.9733,3,24.087,0.764,22.973,0.205,21.382,0.069,20.660,0.058,20.325,0.149,,0.4609,0.0552,0.4492
189.284147,28.040639,1,+,6,J123708.19+280226.2,*,2004.9733,3,22.896,0.299,19.981,0.017,18.779,0.010,18.201,0.009,17.887,0.018,,,,
189.285280,28.038464,1,+,3,J123708.46+280218.4,,2004.9733,3,22.300,0.250,21.377,0.061,20.490,0.040,20.220,0.051,19.881,0.128,,0.3669,0.0874,0.3752
189.292580,28.021869,1,,3,J123710.21+280118.7,,2004.9733,3,21.983,0.203,21.893,0.102,21.143,0.100,21.012,0.112,20.624,0.269,,0.4355,0.1013,0.3965
189.278073,28.040738,1,+,3,J123706.73+280226.6,,2004.9733,3,23.199,0.432,22.660,0.159,21.389,0.070,20.669,0.060,20.218,0.138,,0.5007,0.0747,0.5087
189.280203,28.034470,1,+,6,J123707.24+280204.0,,2004.9733,3,23.914,0.613,22.903,0.175,21.908,0.095,21.641,0.120,21.460,0.337,,,,
189.286393,28.050135,1,+,3,J123708.73+280300.4,,2004.9733,3,25.635,0.661,21.751,0.083,21.145,0.068,20.811,0.084,20.489,0.212,,0.2612,0.1559,0.2860
189.286993,28.044214,1,,3,J123708.87+280239.1,*,2004.9733,3,23.580,0.759,21.821,0.099,21.273,0.088,21.032,0.120,21.495,0.583,,0.1406,0.0703,0.1440
189.287538,28.042641,1,+,6,J123709.00+280233.5,,2004.9733,3,24.031,0.658,23.797,0.373,22.500,0.162,21.655,0.124,21.253,0.291,,,,
189.287423,28.033591,1,+,3,J123708.98+280200.9,,2004.9733,3,21.933,0.207,20.684,0.039,19.537,0.021,19.112,0.023,18.876,0.060,,0.2722,0.0666,0.2672
189.289904,28.027665,1,+,3,J123709.57+280139.5,,2004.9733,3,23.770,0.649,22.836,0.183,22.072,0.127,22.023,0.197,21.622,0.445,,0.2988,0.0799,0.3266
189.291282,28.031803,1,+,6,J123709.90+280154.4,,2004.9733,3,22.727,0.318,22.049,0.098,21.352,0.072,21.183,0.101,20.717,0.228,,,,
189.294041,28.025601,1,+,3,J123710.56+280132.1,,2004.9733,3,23.212,0.637,21.535,0.082,20.661,0.056,20.306,0.068,19.772,0.145,,0.3386,0.1099,0.3589
189.300553,28.025855,1,,6,J123712.13+280133.0,,2004.9733,3,23.012,0.329,23.107,0.202,23.232,0.283,22.898,0.332,21.524,0.342,,,,
189.286606,28.030429,1,+,6,J123708.78+280149.5,,2004.9733,3,24.465,0.728,23.418,0.262,22.429,0.143,21.663,0.117,20.860,0.200,,,,
189.287187,28.024374,1,+,3,J123708.92+280127.7,,2004.9733,3,25.613,0.559,24.636,0.663,22.095,0.128,21.629,0.138,20.687,0.206,,0.3927,0.0531,0.4576
189.295748,28.023734,1,+,3,J123710.97+280125.4,,2004.9733,3,23.277,0.982,22.530,0.288,21.218,0.131,20.320,0.098,20.428,0.381,,0.5205,0.0808,0.5282
189.305781,28.047677,1,+,6,J123713.38+280251.6,,2004.9733,3,25.419,0.588,24.580,0.600,22.660,0.190,22.854,0.348,21.971,0.496,,,,
189.283868,28.043320,1,,6,J123708.12+280235.9,,2004.9733,3,24.131,0.686,25.036,0.670,22.960,0.240,21.913,0.158,21.627,0.392,,,,
189.292105,28.041923,1,,3,J123710.10+280230.9,,2004.9733,3,24.535,0.908,24.043,0.529,22.408,0.193,23.188,0.606,23.155,0.806,,0.2597,0.0869,0.3418
189.289806,28.045467,1,,3,J123709.55+280243.6,,2004.9733,3,23.821,0.787,23.421,0.358,22.941,0.332,21.712,0.185,21.388,0.459,,0.7638,0.0698,0.7411
189.250835,28.025293,1,,6,J123700.20+280131.0,,2004.9733,3,21.046,0.071,20.198,0.020,19.942,0.020,19.865,0.027,19.992,0.096,,,,
189.250018,28.044157,1,,3,J123700.00+280238.9,,2004.9733,3,21.520,0.164,23.389,0.458,22.313,0.259,22.081,0.365,21.558,0.730,,0.5559,0.0944,0.4763
189.240432,28.043669,1,+,3,J123657.70+280237.2,,2004.9733,3,25.808,0.493,22.666,0.165,21.199,0.061,20.327,0.048,19.980,0.116,,0.5084,0.0463,0.5097
189.241756,28.038760,1,+,6,J123658.02+280219.5,*,2004.9733,3,23.636,0.497,21.804,0.070,20.812,0.038,20.563,0.048,20.303,0.127,,,,
189.242636,28.040834,1,,6,J123658.23+280227.0,,2004.9733,3,24.987,0.694,24.531,0.606,23.439,0.359,22.392,0.245,21.969,0.505,,,,
189.242884,28.046409,1,+,6,J123658.29+280247.0,*,2004.9733,3,24.166,0.647,22.863,0.172,21.532,0.067,19.837,0.027,19.006,0.042,,,,
189.241688,28.046418,1,,3,J123658.00+280247.1,,2004.9733,3,22.615,0.304,21.769,0.083,21.231,0.070,21.162,0.110,21.309,0.408,,0.2993,0.1056,0.2352
189.245297,28.044468,1,+,3,J123658.87+280240.0,,2004.9733,3,24.359,1.130,22.482,0.186,21.192,0.082,20.782,0.097,20.875,0.350,,0.3497,0.1151,0.3537
189.252730,28.021112,1,+,3,J123700.65+280116.0,,2004.9733,3,22.453,0.251,22.010,0.096,21.096,0.058,20.501,0.058,19.930,0.118,,0.5831,0.1041,0.5668
189.249527,28.035885,1,+,3,J123659.88+280209.1,,2004.9733,3,21.758,0.291,22.649,0.351,21.410,0.168,21.062,0.210,20.316,0.372,,0.5101,0.0887,0.4570
189.250282,28.031117,1,+,3,J123700.06+280152.0,,2004.9733,3,22.743,0.297,22.995,0.213,21.918,0.109,22.002,0.196,21.206,0.320,,0.3715,0.0743,0.3960
189.252247,28.043497,1,+,3,J123700.53+280236.5,,2004.9733,3,26.611,0.870,22.487,0.418,20.739,0.132,20.485,0.183,19.761,0.328,,0.3998,0.0721,0.3818
189.254255,28.037846,1,+,3,J123701.02+280216.2,,2004.9733,3,25.313,0.770,23.238,0.292,21.250,0.072,20.580,0.067,19.930,0.129,,0.4449,0.0435,0.4540
189.258584,28.029563,1,+,6,J123702.06+280146.4,,2004.9733,3,25.057,0.669,23.328,0.251,22.017,0.104,21.388,0.098,20.624,0.169,,,,
189.266034,28.039184,1,+,6,J123703.84+280221.0,,2004.9733,3,25.753,0.461,24.677,0.636,22.511,0.167,22.246,0.216,22.607,0.651,,,,
189.268613,28.037188,1,+,3,J123704.46+280213.8,,2004.9733,3,23.902,0.652,23.795,0.393,22.510,0.176,22.828,0.372,21.948,0.528,,0.3814,0.0838,0.3797
189.261913,28.045514,1,,3,J123702.85+280243.8,,2004.9733,3,25.661,0.563,23.622,0.373,24.705,0.769,21.888,0.183,23.553,0.618,,0.9258,0.1413,0.3814
189.268045,28.039294,1,,3,J123704.33+280221.4,,2004.9733,3,24.718,0.728,23.962,0.414,23.044,0.250,21.649,0.123,20.714,0.183,,-9999.0000,-9999.0000,0.6805
189.255309,28.057650,1,,6,J123701.27+280327.5,,2004.9733,3,22.426,0.216,24.290,0.543,24.363,0.629,22.920,0.386,22.458,0.627,,,,
189.270569,28.057464,1,+,6,J123704.93+280326.8,,2004.9733,3,23.384,0.427,21.703,0.064,20.707,0.034,20.281,0.037,20.095,0.103,,,,
189.271566,28.052396,1,+,3,J123705.17+280308.6,,2004.9733,3,25.063,0.810,22.924,0.216,22.261,0.158,21.577,0.144,20.956,0.278,,0.6087,0.2151,0.5219
189.253264,28.061319,1,+,3,J123700.78+280340.7,,2004.9733,3,23.818,0.700,24.361,0.660,22.475,0.195,22.087,0.232,22.104,0.652,,0.4037,0.0824,0.4228
189.284019,28.062664,1,+,3,J123708.16+280345.5,,2004.9733,3,23.282,0.541,23.962,0.540,22.107,0.156,22.098,0.260,21.791,0.596,,0.3519,0.0612,0.4130
189.283896,28.049569,1,+,3,J123708.13+280258.4,,2004.9733,3,25.562,0.488,23.983,0.406,22.680,0.179,21.722,0.125,21.451,0.320,,0.6771,0.0526,0.5531
189.260327,28.065766,1,+,3,J123702.47+280356.7,*,2005.0497,3,20.620,0.100,18.823,0.012,17.724,0.007,17.271,0.008,16.950,0.017,,0.1570,0.0125,0.1552
189.269703,28.068117,1,+,6,J123704.72+280405.2,,2005.0497,3,22.503,0.266,22.033,0.081,21.704,0.086,21.269,0.098,22.032,0.558,,,,
189.274297,28.071764,1,+,3,J123705.83+280418.3,,2005.0497,3,24.257,0.956,23.528,0.316,22.465,0.189,22.551,0.341,21.803,0.559,,0.4762,0.0826,0.3703
189.316803,28.052160,1,+,6,J123716.03+280307.7,*,2004.9733,3,21.821,0.128,19.896,0.016,19.181,0.012,18.964,0.014,18.888,0.038,,,,
189.316088,28.051265,1,+,3,J123715.86+280304.5,,2004.9733,3,23.795,0.859,22.341,0.156,21.045,0.071,20.606,0.077,20.729,0.289,,0.3543,0.1088,0.3642
189.314895,28.060519,1,+,6,J123715.57+280337.8,,2004.9733,3,21.326,0.097,20.754,0.032,20.402,0.031,20.416,0.047,20.132,0.123,0.29005,,,
189.326064,28.048531,1,+,3,J123718.25+280254.7,,2004.9733,3,21.666,0.136,21.442,0.059,21.388,0.076,20.882,0.077,20.952,0.278,,0.5993,0.2174,0.4927
189.305341,28.059910,1,+,3,J123713.28+280335.6,,2004.9733,3,23.665,0.604,22.840,0.184,22.099,0.129,22.177,0.221,21.630,0.436,,0.3935,0.0941,0.3383
189.317738,28.047285,1,+,3,J123716.25+280250.2,*,2004.9733,3,24.820,1.076,21.035,0.049,19.517,0.020,18.937,0.019,18.632,0.047,,0.2992,0.0306,0.2951
189.316407,28.047904,1,+,6,J123715.93+280252.4,,2004.9733,3,24.675,0.770,23.961,0.422,22.365,0.152,21.968,0.169,21.566,0.385,,,,
189.318311,28.061484,1,+,3,J123716.39+280341.3,,2004.9733,3,22.928,0.396,22.609,0.171,21.869,0.125,21.598,0.164,21.502,0.477,,0.4929,0.1049,0.4203
189.318977,28.058551,1,,3,J123716.55+280330.7,,2004.9733,3,23.376,0.491,22.959,0.202,23.515,0.426,22.559,0.314,22.406,0.679,,0.5819,0.1541,0.6921
189.320626,28.053505,1,+,3,J123716.95+280312.6,,2004.9733,3,23.243,0.486,22.725,0.179,21.545,0.089,21.052,0.094,21.369,0.411,,0.3882,0.1401,0.4360
189.321892,28.046393,1,+,3,J123717.25+280247.0,,2004.9733,3,23.166,0.440,21.844,0.080,20.456,0.034,20.009,0.036,19.853,0.105,,0.3486,0.0899,0.3437
189.331305,28.060852,1,+,6,J123719.51+280339.0,,2004.9733,3,25.996,0.605,22.740,0.224,21.963,0.161,21.203,0.134,21.387,0.525,,,,
189.304608,28.061659,1,+,6,J123713.10+280341.9,,2004.9733,3,23.046,0.346,23.704,0.345,22.630,0.182,22.526,0.263,22.452,0.604,,,,
189.314617,28.076622,1,+,3,J123715.50+280435.8,*,2005.0497,3,23.289,0.590,22.289,0.119,20.950,0.055,20.436,0.059,20.073,0.147,,0.3987,0.0899,0.4100
189.315242,28.070554,1,+,3,J123715.65+280413.9,,2005.0497,3,23.571,0.667,22.583,0.142,21.587,0.087,20.953,0.084,20.436,0.185,,0.5488,0.1117,0.5429
189.319190,28.076678,1,+,6,J123716.60+280436.0,,2005.0497,3,24.356,0.841,22.050,0.080,21.256,0.056,20.836,0.064,20.786,0.209,,,,
189.324721,28.064161,1,+,6,J123717.93+280350.9,,2005.0497,3,24.947,0.862,22.016,0.079,21.496,0.071,21.243,0.094,21.332,0.341,,,,
189.321939,28.069285,1,,3,J123717.26+280409.4,,2005.0497,3,24.483,1.166,23.550,0.379,22.355,0.204,21.497,0.174,23.869,0.657,,-9999.0000,-9999.0000,0.3182
189.328648,28.090657,1,,6,J123718.87+280526.3,,2005.0497,3,21.824,0.171,25.635,0.630,25.583,0.621,24.879,0.824,22.653,0.815,,,,
189.324144,28.080789,1,+,6,J123717.79+280450.8,*,2005.0497,3,22.890,0.350,20.660,0.027,19.484,0.015,19.033,0.016,18.797,0.039,,,,
189.334158,28.096001,1,+,6,J123720.19+280545.6,,2005.0497,3,23.633,0.601,20.752,0.029,19.503,0.015,19.019,0.016,18.695,0.036,,,,
189.330345,28.066978,1,+,6,J123719.28+280401.1,,2005.0497,3,21.487,0.114,20.662,0.027,20.480,0.030,20.354,0.043,20.136,0.121,,,,
189.319713,28.082168,1,+,6,J123716.73+280455.8,,2005.0497,3,24.021,0.817,22.554,0.130,21.334,0.065,20.695,0.062,20.420,0.169,,,,
189.337944,28.093629,1,+,6,J123721.10+280537.0,,2005.0497,3,22.719,0.323,22.979,0.183,22.676,0.202,22.015,0.191,22.295,0.656,,,,
189.340941,28.084983,1,+,3,J123721.82+280505.9,,2005.0497,3,22.135,0.194,22.364,0.105,21.925,0.102,21.940,0.172,21.601,0.420,,0.6389,0.1668,0.4982
189.344522,28.078510,1,+,6,J123722.68+280442.6,*,2005.0497,3,23.464,0.541,22.790,0.149,21.218,0.055,19.535,0.023,18.628,0.035,,,,
189.342508,28.079487,1,,3,J123722.20+280446.1,,2005.0497,3,23.722,0.855,23.608,0.391,23.273,0.438,21.424,0.152,21.664,0.610,,0.6749,0.1203,0.5308
189.353269,28.086611,1,+,3,J123724.78+280511.7,,2005.0497,3,23.164,0.701,21.794,0.100,21.605,0.128,21.420,0.189,21.507,0.675,,0.2432,0.1053,0.1669
189.328312,28.084437,1,+,3,J123718.79+280503.9,,2005.0497,3,22.866,0.507,22.802,0.227,21.587,0.116,21.055,0.131,21.013,0.414,,0.4808,0.0895,0.4728
189.335044,28.081576,1,+,3,J123720.41+280453.6,,2005.0497,3,21.970,0.285,22.722,0.254,21.621,0.145,21.040,0.148,20.889,0.451,,0.6011,0.0934,0.5029
189.335763,28.093175,1,+,3,J123720.58+280535.4,,2005.0497,3,23.723,0.966,22.791,0.224,21.330,0.094,20.522,0.079,20.106,0.191,,0.4921,0.0563,0.4930
189.336598,28.078662,1,+,3,J123720.78+280443.1,,2005.0497,3,23.856,0.853,25.227,0.753,22.109,0.148,21.248,0.118,20.345,0.185,,0.6588,0.0445,0.5290
189.339945,28.095599,1,+,3,J123721.58+280544.1,,2005.0497,3,23.008,0.525,23.207,0.292,21.317,0.084,20.589,0.076,20.602,0.264,,0.4287,0.0610,0.4718
189.355684,28.076176,1,+,6,J123725.36+280434.2,,2005.0497,3,23.437,0.574,23.721,0.333,22.481,0.174,22.103,0.210,21.630,0.453,,,,
189.334608,28.076839,1,,6,J123720.30+280436.6,,2005.0497,3,25.076,0.820,24.066,0.417,24.867,0.687,22.025,0.189,21.468,0.386,,,,
189.336412,28.074997,1,,3,J123720.73+280429.9,,2005.0497,3,24.579,0.919,23.815,0.358,23.039,0.276,21.929,0.180,21.351,0.365,,0.7048,0.0856,0.7166
189.326168,28.072912,1,,3,J123718.28+280422.4,,2005.0497,3,25.231,1.411,25.296,1.140,22.591,0.344,21.246,0.180,20.425,0.306,,0.6934,0.0521,0.6271
189.287503,28.083585,1,+,6,J123709.00+280500.9,*,2005.0497,3,20.377,0.051,19.514,0.013,19.141,0.012,18.999,0.015,19.058,0.048,,,,
189.298287,28.082199,1,+,6,J123711.58+280455.9,*,2005.0497,3,22.003,0.173,19.463,0.012,18.147,0.007,17.495,0.007,17.139,0.012,,,,
189.300729,28.086434,1,+,6,J123712.17+280511.1,,2005.0497,3,21.297,0.105,20.848,0.033,20.726,0.040,20.675,0.062,20.255,0.146,0.83150,,,
189.307929,28.074729,1,+,3,J123713.90+280429.0,,2005.0497,3,20.727,0.099,20.107,0.027,19.506,0.024,19.279,0.033,19.100,0.096,,0.2741,0.0457,0.2431
189.282809,28.075501,1,+,3,J123707.87+280431.8,,2005.0497,3,21.940,0.310,21.056,0.070,20.001,0.041,19.448,0.043,19.207,0.116,,0.4167,0.1066,0.4145
189.289906,28.089156,1,+,6,J123709.57+280520.9,,2005.0497,3,24.532,0.871,21.775,0.063,20.216,0.025,19.554,0.023,19.200,0.054,,,,
189.303583,28.070072,1,+,3,J123712.85+280412.2,*,2005.0497,3,22.140,0.231,22.213,0.113,21.496,0.089,21.384,0.137,20.873,0.299,,0.4303,0.1097,0.4035
189.304990,28.069245,1,+,3,J123713.19+280409.2,,2005.0497,3,23.722,0.723,23.189,0.232,22.408,0.171,22.225,0.251,21.383,0.390,,0.3782,0.1283,0.4321
189.302153,28.068397,1,+,6,J123712.51+280406.2,,2005.0497,3,24.473,0.911,23.285,0.238,22.367,0.155,22.311,0.249,22.144,0.610,,,,
189.306395,28.079218,1,+,3,J123713.53+280445.1,,2005.0497,3,23.864,0.791,22.611,0.144,21.974,0.119,21.616,0.149,21.428,0.412,,0.2452,0.1363,0.3343
189.312909,28.076728,1,+,3,J123715.09+280436.2,,2005.0497,3,25.209,0.866,23.076,0.219,22.371,0.174,21.819,0.183,21.557,0.469,,0.7695,0.1868,0.4551
189.277168,28.079007,1,+,3,J123706.52+280444.4,,2005.0497,3,24.496,1.815,23.417,0.529,21.398,0.136,20.675,0.126,20.024,0.242,,0.4586,0.0380,0.4863
189.293265,28.077941,1,+,3,J123710.38+280440.5,,2005.0497,3,23.617,0.649,24.405,0.547,22.551,0.187,22.250,0.245,21.422,0.388,,0.5105,0.0754,0.4388
189.297098,28.076523,1,+,6,J123711.30+280435.4,,2005.0497,3,25.734,0.556,24.111,0.437,22.415,0.158,22.206,0.221,21.898,0.517,,,,
189.309436,28.091608,1,+,3,J123714.26+280529.7,*,2005.0497,3,20.186,0.053,18.593,0.008,17.861,0.007,17.550,0.007,17.300,0.017,,0.0803,0.0301,0.0720
189.310229,28.090018,1,,3,J123714.45+280524.0,,2005.0497,3,25.215,0.818,25.533,0.619,24.123,0.622,24.910,0.754,20.532,0.190,,-9999.0000,-9999.0000,0.4261
189.327719,28.092152,1,+,6,J123718.65+280531.7,*,2005.0497,3,22.321,0.226,19.896,0.016,18.525,0.009,17.477,0.007,16.946,0.011,,,,
189.304791,28.104487,1,+,6,J123713.14+280616.1,,2005.0497,3,22.577,0.274,21.218,0.041,20.604,0.034,20.395,0.045,20.170,0.124,,,,
189.310322,28.096257,1,+,3,J123714.47+280546.5,*,2005.0497,3,23.365,0.514,23.028,0.191,22.285,0.140,21.448,0.113,20.878,0.234,,0.8069,0.0925,0.7006
189.310317,28.094924,1,+,3,J123714.47+280541.7,,2005.0497,3,23.489,0.883,24.238,0.739,21.754,0.139,21.213,0.148,22.006,0.899,,0.4457,0.1202,0.3962
189.311861,28.094526,1,+,3,J123714.84+280540.2,,2005.0497,3,25.737,0.683,23.139,0.259,22.041,0.145,21.405,0.139,20.652,0.248,,0.5529,0.0947,0.4976
189.313207,28.099481,1,,3,J123715.16+280558.1,,2005.0497,3,22.463,0.584,21.508,0.118,20.201,0.056,19.489,0.052,19.103,0.128,,0.4366,0.0841,0.4772
189.316444,28.121655,1,+,3,J123715.94+280717.9,,2005.0497,3,23.765,1.095,21.745,0.100,21.683,0.140,21.393,0.186,21.931,0.922,,0.0250,0.0617,0.1208
189.322568,28.111881,1,+,3,J123717.41+280642.7,,2005.0497,3,24.608,1.067,22.702,0.167,21.581,0.093,21.064,0.100,20.780,0.268,,0.4747,0.1225,0.3947
189.326223,28.105089,1,+,3,J123718.29+280618.3,,2005.0497,3,24.117,0.911,22.915,0.189,22.458,0.187,22.448,0.312,22.964,0.816,,0.2873,0.1012,0.1768
189.333272,28.103419,1,+,6,J123719.98+280612.3,,2005.0497,3,23.387,0.521,21.979,0.074,21.259,0.057,21.111,0.081,20.550,0.172,,,,
189.299131,28.098119,1,+,6,J123711.79+280553.2,,2005.0497,3,25.997,0.465,23.500,0.284,22.485,0.172,22.850,0.384,21.482,0.395,,,,
189.307127,28.105532,1,+,6,J123713.71+280619.9,,2005.0497,3,23.614,0.626,23.339,0.247,21.776,0.092,20.582,0.054,20.053,0.118,,,,
189.316665,28.118521,1,+,3,J123715.99+280706.6,,2005.0497,3,23.505,0.651,23.136,0.229,21.704,0.098,21.349,0.122,21.148,0.343,,0.4334,0.0776,0.4017
189.329198,28.099619,1,+,3,J123719.00+280558.6,,2005.0497,3,26.249,0.391,24.213,0.495,22.054,0.125,21.532,0.134,21.824,0.540,,0.3911,0.0776,0.4122
189.329819,28.095203,1,+,3,J123719.15+280542.7,,2005.0497,3,23.707,0.795,23.231,0.264,22.028,0.137,21.738,0.180,21.700,0.560,,0.4989,0.0867,0.4335
189.305324,28.099578,1,,3,J123713.27+280558.4,,2005.0497,3,25.337,1.049,23.569,0.413,23.180,0.441,21.487,0.174,21.187,0.450,,0.4449,0.1388,0.6556
189.313951,28.094302,1,,3,J123715.34+280539.4,,2005.0497,3,25.097,1.368,23.181,0.353,22.629,0.330,21.134,0.158,20.519,0.309,,0.5255,0.1151,0.6921
189.330243,28.097096,1,,3,J123719.25+280549.5,,2005.0497,3,24.966,0.861,24.296,0.502,23.302,0.343,21.529,0.127,21.394,0.377,,0.6808,0.0809,0.6886
189.481304,27.972934,1,+,6,J123755.51+275822.5,*,2004.9733,3,21.657,0.111,19.279,0.011,17.958,0.006,17.280,0.006,16.927,0.011,,,,
189.495893,27.991693,1,+,3,J123759.01+275930.0,,2004.9733,3,22.340,0.375,21.302,0.076,20.148,0.044,19.763,0.051,19.578,0.156,,0.3574,0.0889,0.3654
189.475463,27.974170,1,+,6,J123754.11+275827.0,,2004.9733,3,24.133,0.691,22.780,0.146,22.296,0.145,21.938,0.164,21.359,0.364,,,,
189.479878,27.970338,1,,3,J123755.17+275813.2,,2004.9733,3,21.921,0.227,22.568,0.200,22.254,0.238,22.515,0.484,22.036,1.016,,0.8270,0.1555,0.4820
189.492235,27.981120,1,+,3,J123758.13+275852.0,,2004.9733,3,23.374,0.961,21.816,0.131,21.113,0.111,20.448,0.101,20.477,0.382,,0.5281,0.1753,0.4852
189.491985,27.964352,1,+,3,J123758.07+275751.6,,2004.9733,3,22.415,0.475,21.874,0.149,21.266,0.139,21.589,0.316,20.442,0.409,,0.3844,0.1142,0.3742
189.496039,27.975052,1,+,6,J123759.04+275830.1,,2004.9733,3,24.046,0.620,22.794,0.140,21.819,0.091,21.489,0.104,21.458,0.376,,,,
189.495480,27.958888,1,+,6,J123758.91+275731.9,,2004.9733,3,24.423,0.695,22.488,0.106,20.964,0.044,19.773,0.025,19.117,0.051,,,,
189.496746,27.986196,1,+,3,J123759.21+275910.3,,2004.9733,3,24.120,1.200,22.233,0.153,21.604,0.141,21.351,0.188,20.712,0.387,,0.3294,0.1319,0.3389
189.497582,27.967546,1,+,3,J123759.41+275803.1,,2004.9733,3,22.474,0.279,21.576,0.067,20.934,0.058,20.503,0.064,20.111,0.169,,0.4015,0.1546,0.4170
189.499679,27.973594,1,+,3,J123759.92+275824.9,,2004.9733,3,22.983,0.385,22.302,0.113,21.020,0.058,20.489,0.058,20.145,0.160,,0.4233,0.1011,0.4106
189.499457,27.961697,1,+,6,J123759.86+275742.1,,2004.9733,3,25.163,0.618,23.158,0.187,22.160,0.120,20.641,0.050,19.876,0.097,,,,
189.501761,27.981750,1,+,3,J123800.42+275854.3,*,2004.9733,3,23.663,0.690,22.772,0.183,21.215,0.073,20.271,0.052,19.816,0.128,,0.5322,0.0417,0.5352
189.477811,27.972300,1,+,3,J123754.67+275820.2,,2004.9733,3,25.532,0.982,22.799,0.256,21.462,0.130,20.489,0.088,20.011,0.208,,0.5681,0.0464,0.5513
189.482170,27.970123,1,,6,J123755.72+275812.4,,2004.9733,3,25.081,0.671,25.334,0.564,22.695,0.198,24.681,0.685,21.918,0.526,,,,
