RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS12,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
189.488376,27.484294,1,+,6,J123757.21+272903.4,,2004.9733,3,22.833,0.324,22.375,0.095,21.937,0.103,21.963,0.152,20.618,0.223,,,,
189.490531,27.458527,1,+,3,J123757.72+272730.6,,2004.9733,3,23.911,0.893,21.939,0.083,21.318,0.078,21.084,0.094,21.243,0.496,,0.3070,0.1019,0.1998
189.493574,27.481076,1,,6,J123758.45+272851.8,,2004.9733,3,24.195,0.773,23.023,0.164,23.014,0.262,22.604,0.265,22.483,0.815,,,,
189.496265,27.478742,1,+,3,J123759.10+272843.4,,2004.9733,3,22.506,0.319,22.189,0.104,21.290,0.078,20.902,0.083,20.879,0.374,,0.4968,0.0838,0.4659
189.497640,27.453183,1,+,3,J123759.43+272711.4,,2004.9733,3,22.599,0.596,20.758,0.052,19.382,0.026,18.891,0.026,18.505,0.080,,0.2775,0.0421,0.2738
189.498241,27.472997,1,+,3,J123759.57+272822.7,,2004.9733,3,23.662,0.692,22.501,0.117,22.507,0.195,22.267,0.231,21.427,0.509,,0.7378,0.2107,0.4403
189.501000,27.465259,1,+,3,J123800.24+272754.9,,2004.9733,3,22.760,0.295,22.529,0.103,21.972,0.102,21.685,0.113,21.549,0.470,,0.5177,0.1396,0.4732
189.472838,27.469255,1,+,3,J123753.48+272809.3,,2004.9733,3,24.318,1.076,24.422,0.614,22.372,0.206,22.371,0.302,21.420,0.592,,0.4322,0.0694,0.4124
189.487202,27.459266,1,+,3,J123756.92+272733.3,,2004.9733,3,24.882,0.919,23.367,0.247,22.220,0.151,21.784,0.151,23.112,0.947,,0.6643,0.1118,0.2702
189.494039,27.453385,1,+,3,J123758.56+272712.1,,2004.9733,3,24.918,1.129,23.575,0.365,21.624,0.112,21.283,0.125,20.448,0.277,,0.3796,0.0604,0.4168
189.496914,27.475251,1,+,6,J123759.25+272830.9,,2004.9733,3,25.315,0.762,23.547,0.283,21.607,0.088,21.147,0.086,21.335,0.473,,,,
189.506442,27.471812,1,+,3,J123801.54+272818.5,,2004.9733,3,23.075,0.471,23.137,0.210,22.500,0.201,22.391,0.268,21.779,0.688,,0.6401,0.1598,0.4659
189.488135,27.475539,1,,3,J123757.15+272831.9,,2004.9733,3,25.565,0.842,25.776,0.667,24.711,1.018,21.716,0.183,21.306,0.590,,-9999.0000,-9999.0000,0.6969
189.502025,27.473727,1,,3,J123800.48+272825.4,,2004.9733,3,23.747,0.648,24.071,0.384,23.610,0.436,21.749,0.134,21.002,0.333,,0.9601,0.0812,0.7180
189.502301,27.476416,1,,3,J123800.55+272835.0,,2004.9733,3,24.529,1.177,22.949,0.215,22.485,0.237,21.580,0.161,21.085,0.486,,0.7135,0.1698,0.6674
189.505007,27.501643,1,+,6,J123801.20+273005.9,*,2004.9733,3,21.964,0.157,19.971,0.015,18.547,0.009,17.505,0.006,16.983,0.012,,,,
189.495995,27.492470,1,+,6,J123759.03+272932.8,,2004.9733,3,24.132,0.730,22.819,0.132,21.307,0.058,20.214,0.033,19.736,0.100,,,,
189.515083,27.503003,1,+,6,J123803.61+273010.8,,2004.9733,3,23.725,0.592,23.309,0.194,22.380,0.142,22.086,0.161,21.727,0.519,,,,
189.499285,27.491305,1,+,3,J123759.82+272928.6,*,2004.9733,3,26.339,0.422,23.063,0.221,21.133,0.069,20.470,0.058,19.985,0.174,,0.4339,0.0391,0.4261
189.500413,27.490446,1,,6,J123800.09+272925.6,,2004.9733,3,24.359,0.786,24.962,0.510,23.817,0.456,22.693,0.267,22.398,0.762,,,,
189.511013,27.504753,1,+,3,J123802.64+273017.1,,2004.9733,3,22.771,0.535,22.737,0.224,21.289,0.107,20.918,0.118,23.244,1.465,,-9999.0000,-9999.0000,0.2316
189.508579,27.481510,1,,6,J123802.05+272853.4,,2004.9733,3,24.931,0.771,25.306,0.504,23.730,0.424,22.107,0.163,22.266,0.725,,,,
189.510463,27.507099,1,,3,J123802.51+273025.5,,2004.9733,3,23.777,0.898,23.578,0.366,22.957,0.360,21.672,0.177,21.721,0.798,,0.7585,0.0893,0.6291
189.514250,27.469634,1,,3,J123803.41+272810.6,,2004.9733,3,25.398,0.691,25.693,0.499,23.327,0.356,22.128,0.191,20.710,0.261,,-9999.0000,-9999.0000,0.6162
189.464203,27.479929,1,+,6,J123751.40+272847.7,*,2004.9733,3,18.369,0.015,17.026,0.004,16.432,0.004,16.197,0.004,16.108,0.007,,,,
189.463677,27.480991,1,+,6,J123751.28+272851.5,*,2004.9733,3,22.292,0.213,19.638,0.013,18.306,0.008,17.681,0.007,17.347,0.016,,,,
189.471588,27.502485,1,+,6,J123753.18+273008.9,*,2004.9733,3,20.813,0.067,19.662,0.013,19.155,0.012,19.000,0.014,18.917,0.049,,,,
189.460673,27.499796,1,+,3,J123750.56+272959.2,,2004.9733,3,22.718,0.496,21.741,0.093,20.848,0.071,20.297,0.065,19.934,0.214,,0.5018,0.1273,0.4766
189.457206,27.491062,1,,3,J123749.72+272927.8,,2004.9733,3,25.738,0.697,22.842,0.186,23.129,0.389,22.246,0.267,21.878,0.818,,0.2315,0.2293,0.4353
189.461153,27.483284,1,+,3,J123750.67+272859.8,,2004.9733,3,22.735,0.440,22.528,0.163,21.988,0.168,21.922,0.232,21.411,0.673,,0.6026,0.1360,0.4525
189.462580,27.494399,1,+,6,J123751.01+272939.8,*,2004.9733,3,24.319,0.770,23.311,0.201,22.172,0.122,21.865,0.131,22.780,0.813,,,,
189.464748,27.503160,1,+,3,J123751.53+273011.3,,2004.9733,3,23.725,0.710,22.053,0.083,21.138,0.061,20.876,0.070,20.992,0.356,,0.3944,0.1127,0.2966
189.464668,27.498752,1,+,3,J123751.52+272955.5,,2004.9733,3,22.571,0.290,22.140,0.085,21.407,0.073,21.425,0.106,21.739,0.610,,0.4359,0.1139,0.2620
189.471890,27.486614,1,+,3,J123753.25+272911.8,,2004.9733,3,23.326,0.516,22.184,0.088,21.654,0.089,21.413,0.104,22.018,0.729,,0.2865,0.0932,0.1698
189.475290,27.489909,1,+,3,J123754.06+272923.6,,2004.9733,3,23.076,0.606,22.183,0.124,21.110,0.080,20.523,0.071,20.519,0.326,,0.4641,0.0986,0.4807
189.478134,27.480577,1,+,3,J123754.75+272850.0,,2004.9733,3,23.082,0.419,22.860,0.153,21.938,0.113,21.480,0.109,21.163,0.389,,0.5047,0.0796,0.5081
189.462475,27.492315,1,,3,J123750.99+272932.3,,2004.9733,3,24.885,1.001,25.793,0.568,23.371,0.439,21.596,0.140,21.942,0.796,,0.5251,0.1015,0.5137
189.469671,27.479995,1,,3,J123752.72+272847.9,,2004.9733,3,23.088,1.456,22.927,0.555,21.924,0.390,20.518,0.169,20.289,0.633,,0.7562,0.0687,0.7083
189.480315,27.481311,1,,6,J123755.27+272852.7,,2004.9733,3,24.762,0.778,23.853,0.303,23.831,0.461,22.349,0.199,23.718,0.601,,,,
189.489370,27.490369,1,,6,J123757.44+272925.3,,2004.9733,3,26.263,0.314,24.322,0.409,24.630,0.644,22.364,0.202,22.725,0.811,,,,
189.468333,27.475986,1,,3,J123752.39+272833.5,,2004.9733,3,26.222,0.814,23.331,0.471,22.719,0.474,21.081,0.165,23.402,1.681,,-9999.0000,-9999.0000,0.3684
189.479681,27.498115,1,,3,J123755.12+272953.2,,2004.9733,3,27.311,0.785,22.987,0.853,20.964,0.224,20.969,0.421,24.615,1.824,,-9999.0000,-9999.0000,0.2357
189.482085,27.511473,1,+,6,J123755.70+273041.3,,2004.9733,3,22.262,0.201,21.377,0.041,21.134,0.051,21.061,0.066,21.209,0.346,,,,
189.485862,27.504669,1,,6,J123756.60+273016.8,*,2004.9733,3,22.129,0.188,21.611,0.051,21.245,0.058,21.006,0.067,20.668,0.236,,,,
189.488828,27.503359,1,+,3,J123757.31+273012.0,,2004.9733,3,25.106,0.928,24.909,0.670,22.140,0.162,21.294,0.108,21.706,0.680,,0.5111,0.1094,0.4186
189.487658,27.504427,1,,6,J123757.03+273015.9,,2004.9733,3,23.564,0.546,23.961,0.327,23.224,0.295,22.387,0.206,21.812,0.556,,,,
189.474287,27.507439,1,+,3,J123753.82+273026.7,*,2004.9733,3,25.719,0.512,22.863,0.143,21.243,0.057,20.615,0.047,19.948,0.124,,0.4542,0.0616,0.4336
189.473614,27.510282,1,+,6,J123753.66+273037.0,,2004.9733,3,23.275,0.486,22.721,0.134,21.974,0.114,21.211,0.084,23.360,0.788,,,,
189.474507,27.510200,1,+,3,J123753.88+273036.7,,2004.9733,3,24.910,1.632,21.666,0.099,20.519,0.061,20.197,0.069,19.909,0.245,,0.3410,0.1191,0.3031
189.473289,27.508197,1,,6,J123753.58+273029.5,,2004.9733,3,24.145,0.742,24.737,0.495,23.500,0.367,22.411,0.211,22.189,0.694,,,,
189.474798,27.508732,1,,6,J123753.95+273031.4,,2004.9733,3,25.326,0.641,24.280,0.407,24.826,0.654,22.491,0.225,22.084,0.656,,,,
189.480412,27.506253,1,+,6,J123755.29+273022.5,,2004.9733,3,23.238,0.454,22.439,0.101,21.426,0.068,21.214,0.080,20.910,0.291,,,,
189.484447,27.521690,1,+,3,J123756.26+273118.0,*,2004.9733,3,25.503,0.698,22.690,0.138,21.164,0.061,20.355,0.044,19.914,0.138,,0.4661,0.0418,0.4851
189.486599,27.522269,1,+,3,J123756.78+273120.1,,2004.9733,3,25.299,0.793,23.010,0.187,21.430,0.079,20.707,0.061,20.168,0.175,,0.4605,0.0478,0.4686
189.486510,27.511072,1,,3,J123756.76+273039.8,,2004.9733,3,23.607,0.636,22.839,0.152,22.145,0.147,21.718,0.137,23.350,0.829,,-9999.0000,-9999.0000,0.2013
189.492143,27.497396,1,+,6,J123758.11+272950.6,,2004.9733,3,24.043,0.742,23.052,0.168,21.644,0.081,20.643,0.049,19.937,0.124,,,,
189.496861,27.502488,1,+,3,J123759.24+273008.9,,2004.9733,3,22.983,0.511,22.664,0.173,21.673,0.119,21.721,0.188,22.452,1.178,,0.5670,0.0870,0.1620
189.498215,27.516523,1,+,3,J123759.57+273059.4,,2004.9733,3,23.841,0.640,23.125,0.172,22.472,0.160,21.893,0.140,21.160,0.344,,0.5885,0.1660,0.6216
189.500620,27.520834,1,+,3,J123800.14+273115.0,,2004.9733,3,25.885,1.051,21.962,0.138,21.551,0.162,22.015,0.375,22.341,1.713,,0.5365,0.1037,0.1364
189.501435,27.505942,1,+,3,J123800.34+273021.3,,2004.9733,3,25.938,1.021,21.559,0.099,20.525,0.067,20.012,0.067,19.424,0.174,,0.3985,0.1174,0.4044
189.503534,27.512906,1,+,3,J123800.84+273046.4,,2004.9733,3,22.545,0.318,22.281,0.105,21.622,0.097,21.756,0.164,22.279,0.930,,0.4837,0.0808,0.1616
189.490794,27.520700,1,+,3,J123757.79+273114.5,,2004.9733,3,23.430,0.641,23.198,0.231,22.073,0.146,21.444,0.124,20.908,0.356,,0.5481,0.0915,0.5112
189.500216,27.508889,1,+,6,J123800.05+273031.9,,2004.9733,3,25.086,0.720,23.665,0.260,22.612,0.176,21.031,0.064,20.449,0.184,,,,
189.501120,27.510521,1,,6,J123800.26+273037.8,,2004.9733,3,25.887,0.457,24.796,0.501,22.810,0.212,24.369,0.647,22.066,0.658,,,,
189.502831,27.519763,1,+,3,J123800.67+273111.1,,2004.9733,3,25.910,0.896,22.784,0.251,21.895,0.195,24.868,1.286,24.057,0.976,,-9999.0000,-9999.0000,0.2984
189.485386,27.498381,1,,3,J123756.49+272954.1,,2004.9733,3,25.450,0.716,23.500,0.275,23.265,0.366,21.913,0.169,21.108,0.387,,0.4629,0.1419,0.6770
189.517699,27.525612,1,+,6,J123804.24+273132.2,*,2004.9733,3,20.114,0.042,19.049,0.009,18.643,0.009,18.491,0.010,18.530,0.036,,,,
189.500484,27.536523,1,+,3,J123800.11+273211.4,,2004.9733,3,23.368,0.659,20.502,0.027,19.132,0.014,18.613,0.013,18.389,0.044,,0.2521,0.0285,0.2501
189.511995,27.545033,1,+,3,J123802.87+273242.1,,2004.9733,3,20.650,0.090,19.627,0.017,19.086,0.017,18.741,0.018,18.645,0.069,,0.1528,0.0331,0.1490
189.502461,27.524849,1,+,3,J123800.59+273129.4,,2004.9733,3,22.694,0.351,22.203,0.099,21.421,0.083,21.419,0.125,21.598,0.627,,0.3919,0.1198,0.3182
189.511518,27.532065,1,+,3,J123802.76+273155.4,,2004.9733,3,23.319,0.510,22.738,0.140,22.115,0.134,21.634,0.131,21.343,0.453,,0.6959,0.1399,0.5423
189.515311,27.547655,1,+,6,J123803.67+273251.5,,2004.9733,3,23.823,0.627,22.371,0.089,21.075,0.048,20.665,0.048,20.417,0.177,,,,
189.514707,27.528569,1,+,3,J123803.52+273142.8,,2004.9733,3,22.776,0.359,22.571,0.127,21.588,0.089,21.264,0.101,20.970,0.352,,0.4686,0.0790,0.4460
189.516066,27.519680,1,+,6,J123803.85+273110.8,,2004.9733,3,24.108,0.775,22.845,0.143,21.739,0.089,20.470,0.044,19.873,0.121,,,,
189.503841,27.539932,1,+,3,J123800.92+273223.7,,2004.9733,3,26.041,0.871,24.743,1.069,21.570,0.154,21.065,0.151,21.810,1.209,,0.2719,0.1009,0.3985
189.509006,27.546544,1,,6,J123802.16+273247.5,,2004.9733,3,25.506,0.599,24.918,0.515,22.651,0.189,23.920,0.619,23.304,0.751,,,,
189.448241,27.524111,1,+,6,J123747.57+273126.7,,2004.9733,3,19.168,0.024,17.995,0.006,17.619,0.006,17.481,0.006,17.521,0.017,,,,
189.435235,27.510737,1,+,6,J123744.45+273038.6,*,2004.9733,3,20.516,0.055,17.976,0.006,16.563,0.004,15.598,0.004,15.117,0.005,,,,
189.447434,27.521211,1,,6,J123747.38+273116.3,,2004.9733,3,22.399,0.230,24.446,0.448,24.039,0.529,25.369,0.425,23.370,0.708,,,,
189.452534,27.510684,1,+,6,J123748.60+273038.4,,2004.9733,3,25.222,0.684,22.255,0.084,20.764,0.038,19.668,0.022,19.132,0.059,,,,
189.453620,27.509022,1,+,3,J123748.86+273032.4,*,2004.9733,3,20.908,0.106,20.114,0.024,19.473,0.022,19.256,0.026,19.158,0.103,,0.2311,0.0363,0.2054
189.439853,27.522600,1,+,6,J123745.56+273121.3,,2004.9733,3,24.169,0.806,22.616,0.123,21.484,0.074,20.931,0.065,20.687,0.244,,,,
189.439698,27.513599,1,+,3,J123745.52+273048.9,,2004.9733,3,22.767,0.343,23.114,0.201,21.828,0.108,21.398,0.106,21.078,0.374,,0.4336,0.0808,0.4495
189.439714,27.506976,1,+,3,J123745.53+273025.1,,2004.9733,3,23.583,0.713,22.838,0.178,21.780,0.117,21.560,0.145,23.930,0.688,,-9999.0000,-9999.0000,0.1885
189.441907,27.524909,1,,6,J123746.05+273129.6,,2004.9733,3,25.239,0.689,23.376,0.216,25.457,0.555,24.857,0.569,21.607,0.477,,,,
189.441882,27.514770,1,+,3,J123746.05+273053.1,,2004.9733,3,23.648,1.193,21.816,0.116,21.373,0.130,21.185,0.166,21.895,1.268,,0.0926,0.0700,0.1269
189.449388,27.496979,1,+,3,J123747.85+272949.1,,2004.9733,3,25.641,1.062,21.269,0.067,19.623,0.027,18.734,0.019,18.350,0.057,0.48278,0.4864,0.0184,0.4874
189.451771,27.498141,1,,6,J123748.42+272953.3,,2004.9733,3,24.757,0.784,23.282,0.198,23.053,0.258,23.604,0.503,22.649,0.800,,,,
189.456618,27.516648,1,+,6,J123749.58+273059.9,,2004.9733,3,22.553,0.258,21.072,0.033,20.822,0.040,20.706,0.049,20.791,0.248,,,,
189.463021,27.511134,1,+,3,J123751.12+273040.0,,2004.9733,3,23.109,0.492,22.684,0.149,21.958,0.130,21.624,0.141,22.118,0.853,,0.4724,0.1220,0.2716
189.435466,27.517155,1,+,3,J123744.51+273101.7,,2004.9733,3,24.810,0.908,24.105,0.424,22.572,0.203,23.279,0.498,23.486,0.782,,0.8115,0.1136,0.3275
189.444354,27.503611,1,+,3,J123746.64+273012.9,,2004.9733,3,23.192,0.501,23.256,0.239,22.373,0.191,22.024,0.192,21.624,0.604,,0.5314,0.1141,0.4821
189.448182,27.503522,1,+,3,J123747.56+273012.6,,2004.9733,3,27.170,0.303,23.219,0.385,21.845,0.192,21.320,0.180,22.117,1.409,,-9999.0000,-9999.0000,0.3445
189.450138,27.512129,1,,6,J123748.03+273043.6,,2004.9733,3,24.078,0.719,26.019,0.383,22.861,0.222,24.115,0.616,22.822,0.805,,,,
189.451746,27.494022,1,+,3,J123748.41+272938.4,,2004.9733,3,23.477,0.619,23.090,0.205,22.473,0.198,21.906,0.175,21.981,0.764,,0.6235,0.1485,0.5720
189.467242,27.511610,1,,3,J123752.13+273041.7,,2004.9733,3,24.414,0.997,25.516,0.624,22.501,0.212,23.894,0.777,22.417,0.975,,0.1569,0.0794,0.3859
189.442992,27.501390,1,,6,J123746.31+273005.0,,2004.9733,3,25.692,0.535,23.950,0.348,23.468,0.381,22.130,0.175,23.093,0.827,,,,
189.460066,27.508562,1,,3,J123750.41+273030.8,,2004.9733,3,24.930,1.002,23.618,0.331,22.939,0.309,21.780,0.164,21.119,0.424,,0.6031,0.0951,0.7026
189.471727,27.522729,1,+,6,J123753.21+273121.8,*,2004.9733,3,18.978,0.021,17.212,0.004,16.560,0.004,16.342,0.005,16.290,0.008,,,,
189.468829,27.523331,1,+,6,J123752.51+273123.9,,2004.9733,3,23.856,0.733,22.162,0.086,21.994,0.119,20.912,0.067,20.417,0.205,,,,
189.476104,27.538951,1,+,3,J123754.26+273220.2,*,2004.9733,3,20.801,0.141,19.275,0.017,18.382,0.013,17.950,0.013,17.718,0.045,,0.1654,0.0359,0.1654
189.473311,27.536288,1,,3,J123753.59+273210.6,,2004.9733,3,20.951,0.121,20.136,0.026,19.526,0.025,19.277,0.029,19.017,0.102,,0.2319,0.0502,0.2213
189.474593,27.535756,1,,6,J123753.90+273208.7,,2004.9733,3,23.755,0.619,24.851,0.503,23.325,0.323,22.204,0.177,21.901,0.577,,,,
189.473583,27.537780,1,+,6,J123753.65+273216.0,,2004.9733,3,24.230,0.836,23.646,0.283,22.732,0.216,22.920,0.357,22.509,0.840,,,,
189.460407,27.524303,1,,6,J123750.49+273127.4,,2004.9733,3,25.449,0.602,23.336,0.206,25.211,0.610,25.035,0.522,22.922,0.801,,,,
189.462908,27.526946,1,+,6,J123751.09+273137.0,,2004.9733,3,22.344,0.221,21.933,0.066,21.377,0.065,21.294,0.084,22.230,0.723,,,,
189.464002,27.522568,1,+,6,J123751.36+273121.2,,2004.9733,3,23.310,0.480,22.593,0.116,21.409,0.067,20.813,0.057,20.482,0.198,,,,
189.465671,27.519434,1,,3,J123751.76+273109.9,,2004.9733,3,22.799,0.369,23.043,0.199,23.137,0.344,22.717,0.350,22.521,0.964,,0.9682,0.1618,0.6808
189.470282,27.539123,1,+,6,J123752.86+273220.8,,2004.9733,3,22.852,0.350,22.793,0.142,22.587,0.195,21.870,0.150,22.059,0.705,,,,
189.478911,27.524876,1,+,3,J123754.93+273129.5,,2004.9733,3,22.514,0.371,22.702,0.186,21.907,0.155,22.038,0.258,20.293,0.255,,0.8361,0.1184,0.4287
189.480450,27.537857,1,+,3,J123755.30+273216.2,,2004.9733,3,24.656,1.035,22.871,0.176,22.161,0.157,22.480,0.302,21.199,0.451,,0.5882,0.1063,0.3640
189.484931,27.533129,1,+,3,J123756.38+273159.2,,2004.9733,3,22.596,0.324,22.222,0.099,22.178,0.156,21.544,0.132,23.959,0.646,,-9999.0000,-9999.0000,0.2038
189.455717,27.530193,1,+,3,J123749.37+273148.6,,2004.9733,3,23.953,1.787,23.030,0.412,21.268,0.146,20.977,0.172,19.699,0.249,,-9999.0000,-9999.0000,0.4290
189.465816,27.529813,1,+,3,J123751.79+273147.3,,2004.9733,3,23.167,0.509,22.999,0.194,21.815,0.116,21.918,0.187,23.009,1.022,,0.8491,0.0970,0.1615
189.471825,27.543070,1,+,3,J123753.23+273235.0,,2004.9733,3,25.033,1.133,22.852,0.200,21.581,0.111,21.573,0.166,23.789,0.870,,-9999.0000,-9999.0000,0.1855
189.473277,27.514120,1,+,6,J123753.58+273050.8,,2004.9733,3,25.454,0.710,24.301,0.489,22.313,0.164,20.742,0.060,20.099,0.162,,,,
189.480986,27.522393,1,+,6,J123755.43+273120.6,,2004.9733,3,24.401,0.825,23.298,0.207,22.465,0.167,21.482,0.102,20.832,0.272,,,,
189.464033,27.519651,1,,6,J123751.36+273110.7,,2004.9733,3,25.574,0.559,24.493,0.453,23.770,0.445,22.213,0.177,21.813,0.553,,,,
189.479004,27.521467,1,,6,J123754.96+273117.2,,2004.9733,3,25.777,0.478,25.381,0.501,24.289,0.588,21.515,0.098,23.919,0.515,,,,
189.408049,27.533486,1,+,3,J123737.93+273200.5,*,2004.9733,3,21.447,0.128,20.389,0.024,20.014,0.026,19.743,0.029,19.596,0.112,,0.1271,0.0443,0.1380
189.409989,27.533431,1,,6,J123738.39+273200.3,,2004.9733,3,24.143,0.745,25.017,0.540,25.178,0.621,22.104,0.160,23.534,0.643,,,,
189.416501,27.538649,1,+,3,J123739.96+273219.1,*,2004.9733,3,25.127,1.073,21.989,0.098,20.663,0.050,19.993,0.041,19.593,0.129,,0.4111,0.0956,0.4323
189.414673,27.538246,1,,3,J123739.52+273217.6,,2004.9733,3,22.110,0.205,22.287,0.101,21.512,0.082,21.056,0.079,22.056,0.749,,-9999.0000,-9999.0000,0.2282
189.412534,27.535994,1,+,3,J123739.00+273209.5,,2004.9733,3,22.598,0.393,24.779,0.815,21.723,0.133,21.470,0.155,20.648,0.341,,0.5808,0.0708,0.4352
189.414225,27.535553,1,+,3,J123739.41+273207.9,,2004.9733,3,23.842,0.860,22.489,0.137,21.939,0.139,21.710,0.165,22.631,1.095,,0.4490,0.0875,0.1665
189.414984,27.524555,1,+,3,J123739.59+273128.3,,2004.9733,3,24.900,1.072,22.801,0.180,21.845,0.127,21.380,0.121,23.743,0.795,,-9999.0000,-9999.0000,0.2277
189.420472,27.539955,1,+,3,J123740.91+273223.8,,2004.9733,3,22.147,0.312,22.145,0.135,20.858,0.072,20.405,0.072,20.006,0.226,,0.4331,0.0896,0.4426
189.425345,27.516634,1,,3,J123742.08+273059.8,,2004.9733,3,22.627,0.346,24.715,0.663,22.616,0.241,21.754,0.163,20.788,0.324,,-9999.0000,-9999.0000,0.5662
189.426416,27.516191,1,+,3,J123742.33+273058.2,,2004.9733,3,23.791,0.828,22.357,0.119,21.830,0.123,21.712,0.161,23.352,0.972,,0.1997,0.0854,0.1549
189.426571,27.517771,1,+,3,J123742.37+273103.9,,2004.9733,3,23.730,0.658,23.838,0.334,22.661,0.205,21.987,0.162,21.577,0.511,,0.4851,0.0837,0.5285
189.429618,27.525463,1,+,6,J123743.10+273131.6,,2004.9733,3,25.305,0.663,24.050,0.357,22.383,0.147,21.400,0.087,20.712,0.229,,,,
189.435172,27.519295,1,+,3,J123744.44+273109.4,,2004.9733,3,23.347,0.635,22.864,0.189,22.077,0.159,21.684,0.166,21.633,0.683,,0.5117,0.1107,0.4866
189.436266,27.523215,1,+,3,J123744.70+273123.5,,2004.9733,3,22.701,0.725,21.755,0.135,21.233,0.144,20.727,0.137,20.219,0.413,,0.5609,0.2166,0.5500
189.413547,27.531375,1,+,3,J123739.25+273152.9,,2004.9733,3,23.125,0.601,22.886,0.222,21.853,0.148,21.241,0.126,21.401,0.649,,0.4362,0.0841,0.5386
